snapshot_date,product_id,store_id,stock_on_hand,reorder_point,lead_time_days
2026-01-05,252,2,351,41,3
2026-01-04,88,9,22,20,7
2026-01-04,160,5,200,72,10
2026-01-04,230,18,293,46,7
2026-01-04,44,7,144,52,13
2026-01-04,115,14,38,66,5
2026-01-04,110,11,360,52,2
2026-01-04,206,11,59,41,9
2026-01-04,251,15,499,58,12
2026-01-04,240,4,476,20,8
2026-01-04,246,8,296,59,6
2026-01-04,78,15,70,47,12
2026-01-04,183,8,401,71,6
2026-01-04,209,12,224,75,2
2026-01-04,205,6,194,22,6
2026-01-04,55,1,47,52,6
2026-01-04,198,1,74,67,9
2026-01-04,205,9,88,23,12
2026-01-04,260,10,163,62,6
2026-01-04,120,14,317,58,8
2026-01-04,57,5,486,77,11
2026-01-04,257,12,18,70,10
2026-01-04,45,18,89,32,5
2026-01-04,18,10,190,29,8
2026-01-04,182,11,265,46,12
2026-01-04,203,18,442,74,2
2026-01-04,150,11,121,20,4
2026-01-04,138,12,57,65,3
2026-01-04,62,4,311,70,8
2026-01-04,125,2,481,71,2
2026-01-04,254,12,15,79,12
2026-01-04,277,4,127,51,12
2026-01-04,83,12,196,42,2
2026-01-04,159,4,212,65,9
2026-01-04,176,4,266,71,3
2026-01-04,178,10,202,27,6
2026-01-04,288,15,473,58,13
2026-01-04,54,10,30,51,13
2026-01-04,151,2,351,72,5
2026-01-04,130,18,475,56,7
2026-01-04,208,4,281,21,2
2026-01-04,3,10,414,74,10
2026-01-04,220,18,419,63,8
2026-01-04,277,9,49,43,5
2026-01-04,274,13,228,50,11
2026-01-04,95,10,359,48,7
2026-01-04,282,6,290,63,5
2026-01-04,201,15,369,71,7
2026-01-04,272,10,121,41,2
2026-01-04,231,18,318,25,5
2026-01-04,266,4,150,44,9
2026-01-03,10,1,252,38,2
2026-01-03,244,12,266,68,11
2026-01-03,247,1,345,24,4
2026-01-03,196,18,213,27,7
2026-01-03,197,18,252,41,3
2026-01-03,200,6,80,58,2
2026-01-03,38,15,100,55,3
2026-01-03,233,8,490,48,8
2026-01-03,196,18,100,64,11
2026-01-03,232,15,242,27,9
2026-01-03,145,12,90,74,3
2026-01-03,269,8,247,62,7
2026-01-03,259,8,1,32,9
2026-01-03,60,8,398,41,11
2026-01-03,168,8,380,69,7
2026-01-03,165,5,391,76,11
2026-01-03,187,6,93,43,6
2026-01-03,90,4,193,24,13
2026-01-03,115,6,88,60,10
2026-01-03,181,8,47,42,8
2026-01-03,272,3,40,58,10
2026-01-03,164,16,459,60,10
2026-01-03,193,15,290,45,9
2026-01-03,13,14,35,63,6
2026-01-03,246,17,270,48,7
2026-01-03,2,13,387,38,13
2026-01-03,297,14,408,66,7
2026-01-03,122,3,70,65,2
2026-01-03,54,11,259,40,9
2026-01-03,206,12,368,20,9
2026-01-03,15,15,456,69,4
2026-01-03,153,2,128,63,3
2026-01-03,136,2,138,61,13
2026-01-03,261,1,333,53,9
2026-01-03,95,13,385,38,4
2026-01-03,247,3,262,21,8
2026-01-03,14,5,54,37,10
2026-01-03,46,15,220,47,12
2026-01-03,75,15,88,71,6
2026-01-03,296,8,344,27,3
2026-01-03,44,18,418,28,8
2026-01-03,183,13,200,34,2
2026-01-03,298,9,482,63,7
2026-01-03,136,14,407,57,3
2026-01-03,45,7,373,61,5
2026-01-03,223,18,223,63,11
2026-01-03,16,8,62,24,9
2026-01-03,162,3,430,49,6
2026-01-03,257,14,201,42,2
2026-01-03,52,3,348,21,6
2026-01-02,67,5,236,61,7
2026-01-02,16,11,377,25,4
2026-01-02,36,15,117,68,2
2026-01-02,292,7,33,54,10
2026-01-02,111,7,76,23,7
2026-01-02,147,17,50,62,5
2026-01-02,214,1,359,31,10
2026-01-02,176,15,479,57,11
2026-01-02,129,7,439,24,12
2026-01-02,216,8,422,62,10
2026-01-02,151,4,329,48,11
2026-01-02,223,12,174,24,7
2026-01-02,269,2,67,75,10
2026-01-02,213,17,482,79,11
2026-01-02,190,2,270,39,8
2026-01-02,164,5,149,22,2
2026-01-02,82,5,434,58,2
2026-01-02,106,1,474,38,3
2026-01-02,180,4,59,44,8
2026-01-02,27,4,25,73,8
2026-01-02,128,7,452,50,13
2026-01-02,136,13,241,75,4
2026-01-02,174,7,64,34,11
2026-01-02,123,4,370,67,5
2026-01-02,115,13,349,21,13
2026-01-02,243,1,454,46,13
2026-01-02,52,15,458,47,11
2026-01-02,10,5,119,44,7
2026-01-02,76,3,435,48,6
2026-01-02,130,7,383,38,11
2026-01-02,168,1,322,59,8
2026-01-02,136,10,444,57,9
2026-01-02,110,3,443,46,10
2026-01-02,37,8,365,49,4
2026-01-02,237,18,348,29,4
2026-01-02,96,15,400,59,2
2026-01-02,57,14,106,71,6
2026-01-02,257,13,306,28,12
2026-01-02,275,15,438,70,5
2026-01-02,74,13,273,78,6
2026-01-02,2,13,78,26,4
2026-01-02,128,14,206,27,2
2026-01-02,74,7,433,37,7
2026-01-02,101,16,144,28,3
2026-01-02,239,6,444,75,9
2026-01-02,91,18,163,60,10
2026-01-02,239,7,49,26,2
2026-01-02,244,6,268,70,3
2026-01-02,69,18,385,21,2
2026-01-02,259,10,415,25,12
2026-01-01,68,16,185,74,9
2026-01-01,76,16,26,31,2
2026-01-01,14,16,41,56,10
2026-01-01,243,2,167,44,7
2026-01-01,67,14,241,78,6
2026-01-01,21,8,183,75,7
2026-01-01,111,2,15,74,11
2026-01-01,142,17,301,68,4
2026-01-01,160,9,405,23,4
2026-01-01,37,10,239,69,9
2026-01-01,300,8,428,60,10
2026-01-01,293,1,202,75,12
2026-01-01,83,11,158,51,8
2026-01-01,288,18,456,58,12
2026-01-01,62,1,493,65,7
2026-01-01,299,15,41,46,4
2026-01-01,166,10,32,53,13
2026-01-01,107,7,273,26,7
2026-01-01,98,10,180,41,7
2026-01-01,237,9,83,74,10
2026-01-01,134,2,436,69,6
2026-01-01,241,18,150,23,5
2026-01-01,80,7,341,44,13
2026-01-01,232,1,109,30,7
2026-01-01,56,2,412,41,13
2026-01-01,146,10,224,32,8
2026-01-01,120,12,199,24,13
2026-01-01,217,8,200,53,8
2026-01-01,212,2,76,35,3
2026-01-01,219,8,233,24,5
2026-01-01,221,16,350,47,9
2026-01-01,279,14,81,27,10
2026-01-01,146,14,7,24,6
2026-01-01,126,2,226,38,13
2026-01-01,190,13,234,64,10
2026-01-01,201,14,175,68,5
2026-01-01,101,12,450,42,11
2026-01-01,119,13,10,26,11
2026-01-01,261,4,129,60,4
2026-01-01,215,4,403,25,11
2026-01-01,39,9,260,34,5
2026-01-01,195,15,161,57,10
2026-01-01,6,6,464,52,3
2026-01-01,246,9,323,77,2
2026-01-01,16,2,135,70,5
2026-01-01,71,1,248,74,13
2026-01-01,52,18,281,67,12
2026-01-01,39,10,341,60,7
2026-01-01,206,12,298,25,9
2026-01-01,80,3,21,64,9
2025-12-31,270,17,402,51,9
2025-12-31,156,8,113,54,2
2025-12-31,245,15,122,78,7
2025-12-31,286,12,45,27,3
2025-12-31,284,6,446,20,13
2025-12-31,135,17,213,41,4
2025-12-31,101,2,421,30,10
2025-12-31,130,15,365,21,4
2025-12-31,245,4,48,42,5
2025-12-31,104,14,18,49,5
2025-12-31,120,7,381,27,5
2025-12-31,255,4,249,77,11
2025-12-31,10,13,171,78,5
2025-12-31,173,10,471,48,11
2025-12-31,10,10,358,52,8
2025-12-31,279,10,76,78,6
2025-12-31,299,9,143,43,12
2025-12-31,56,15,161,34,3
2025-12-31,159,16,422,25,10
2025-12-31,166,13,12,43,8
2025-12-31,95,14,476,76,7
2025-12-31,272,14,196,65,13
2025-12-31,129,14,356,43,12
2025-12-31,153,18,301,21,12
2025-12-31,97,8,156,55,5
2025-12-31,99,11,73,33,5
2025-12-31,248,7,35,28,4
2025-12-31,133,5,125,26,7
2025-12-31,278,17,459,46,3
2025-12-31,167,8,367,48,13
2025-12-31,64,10,407,26,7
2025-12-31,193,9,388,75,2
2025-12-31,184,7,138,57,10
2025-12-31,62,5,418,73,6
2025-12-31,20,14,411,41,13
2025-12-31,297,12,129,64,3
2025-12-31,68,18,217,70,8
2025-12-31,231,11,102,55,13
2025-12-31,169,12,327,55,13
2025-12-31,48,3,273,68,3
2025-12-31,23,3,159,25,13
2025-12-31,186,11,417,33,8
2025-12-31,152,5,293,25,13
2025-12-31,224,3,409,57,6
2025-12-31,109,7,435,39,13
2025-12-31,187,12,422,63,12
2025-12-31,175,13,433,20,10
2025-12-31,220,2,235,37,7
2025-12-31,275,5,334,34,3
2025-12-31,126,5,129,51,10
2025-12-30,92,3,362,29,6
2025-12-30,272,17,346,27,10
2025-12-30,231,17,221,20,8
2025-12-30,107,16,127,66,6
2025-12-30,53,13,248,51,8
2025-12-30,96,10,146,54,4
2025-12-30,199,8,133,24,7
2025-12-30,200,3,165,32,10
2025-12-30,133,2,245,79,3
2025-12-30,234,1,190,79,2
2025-12-30,228,1,21,41,9
2025-12-30,1,15,166,38,2
2025-12-30,249,7,494,66,11
2025-12-30,35,8,177,23,3
2025-12-30,151,12,398,56,11
2025-12-30,88,9,18,71,11
2025-12-30,190,8,227,78,3
2025-12-30,26,11,308,55,5
2025-12-30,238,1,393,66,9
2025-12-30,183,16,227,59,11
2025-12-30,139,11,24,47,10
2025-12-30,223,1,27,21,9
2025-12-30,49,12,411,73,5
2025-12-30,81,13,162,26,9
2025-12-30,182,17,291,66,13
2025-12-30,62,15,487,42,3
2025-12-30,48,11,388,65,12
2025-12-30,51,11,235,22,4
2025-12-30,123,15,299,48,13
2025-12-30,138,7,254,74,4
2025-12-30,202,12,467,35,2
2025-12-30,79,16,397,49,5
2025-12-30,285,6,-5,53,7
2025-12-30,129,7,245,51,8
2025-12-30,265,11,30,47,4
2025-12-30,8,16,218,67,9
2025-12-30,204,5,145,55,11
2025-12-30,37,2,245,77,11
2025-12-30,51,1,297,21,4
2025-12-30,75,17,389,78,12
2025-12-30,81,3,322,47,3
2025-12-30,30,13,29,20,13
2025-12-30,190,8,486,79,4
2025-12-30,194,13,327,37,12
2025-12-30,247,9,60,67,10
2025-12-30,134,17,119,25,7
2025-12-30,211,5,297,38,4
2025-12-30,5,4,295,56,3
2025-12-30,228,1,17,72,6
2025-12-30,94,18,62,61,5
2025-12-29,133,14,331,62,6
2025-12-29,230,4,177,78,9
2025-12-29,31,11,393,42,10
2025-12-29,244,15,-5,36,11
2025-12-29,2,7,167,61,3
2025-12-29,65,7,453,59,5
2025-12-29,139,9,97,63,12
2025-12-29,103,12,177,74,3
2025-12-29,277,18,105,21,2
2025-12-29,105,10,376,23,2
2025-12-29,275,5,389,65,6
2025-12-29,120,6,81,38,9
2025-12-29,27,8,133,43,4
2025-12-29,199,5,234,33,11
2025-12-29,245,17,260,26,7
2025-12-29,221,9,11,57,5
2025-12-29,48,6,440,44,5
2025-12-29,130,6,168,68,5
2025-12-29,74,3,113,41,6
2025-12-29,212,6,339,32,3
2025-12-29,52,16,98,37,11
2025-12-29,152,8,450,29,8
2025-12-29,210,10,67,36,4
2025-12-29,50,5,155,68,12
2025-12-29,194,10,256,77,9
2025-12-29,120,10,333,34,8
2025-12-29,60,1,382,68,2
2025-12-29,120,15,21,20,8
2025-12-29,38,17,499,20,12
2025-12-29,294,9,185,76,11
2025-12-29,265,17,24,79,2
2025-12-29,176,1,364,29,6
2025-12-29,196,12,252,59,7
2025-12-29,67,17,166,25,7
2025-12-29,237,17,162,42,8
2025-12-29,139,6,340,44,11
2025-12-29,30,10,300,64,9
2025-12-29,274,7,122,79,5
2025-12-29,77,9,46,67,13
2025-12-29,202,4,32,51,11
2025-12-29,30,9,210,63,11
2025-12-29,143,16,273,61,5
2025-12-29,187,6,49,74,12
2025-12-29,191,15,67,21,13
2025-12-29,50,18,341,45,4
2025-12-29,185,13,489,47,9
2025-12-29,298,2,314,63,2
2025-12-29,56,2,329,43,4
2025-12-29,52,12,449,46,9
2025-12-29,232,14,436,62,6
2025-12-28,170,8,459,68,9
2025-12-28,44,2,19,79,5
2025-12-28,155,14,249,31,13
2025-12-28,76,18,455,70,8
2025-12-28,94,15,391,22,11
2025-12-28,170,6,319,62,10
2025-12-28,19,15,60,49,2
2025-12-28,233,10,282,63,11
2025-12-28,226,2,74,63,7
2025-12-28,91,5,470,42,3
2025-12-28,218,16,91,31,8
2025-12-28,55,10,68,29,5
2025-12-28,18,17,107,32,10
2025-12-28,199,14,46,23,13
2025-12-28,88,8,324,23,5
2025-12-28,113,14,165,57,13
2025-12-28,83,14,440,31,6
2025-12-28,28,4,423,67,13
2025-12-28,254,15,313,35,4
2025-12-28,134,1,346,77,3
2025-12-28,175,6,370,67,8
2025-12-28,63,8,4,74,6
2025-12-28,186,5,185,26,11
2025-12-28,133,9,31,61,7
2025-12-28,120,4,10,25,7
2025-12-28,78,11,62,40,12
2025-12-28,104,7,13,48,13
2025-12-28,233,6,324,36,9
2025-12-28,196,11,367,57,8
2025-12-28,10,5,50,66,9
2025-12-28,187,15,415,33,3
2025-12-28,66,18,405,40,12
2025-12-28,170,2,427,41,3
2025-12-28,26,14,419,31,11
2025-12-28,1,10,230,40,8
2025-12-28,40,6,71,62,3
2025-12-28,150,16,383,54,5
2025-12-28,52,1,372,42,8
2025-12-28,277,3,373,60,8
2025-12-28,246,17,38,73,12
2025-12-28,269,16,259,58,2
2025-12-28,12,10,187,48,13
2025-12-28,160,1,163,57,10
2025-12-28,259,15,326,49,12
2025-12-28,73,11,409,57,8
2025-12-28,280,17,472,34,2
2025-12-28,129,11,492,72,11
2025-12-28,244,1,447,31,5
2025-12-28,139,12,340,37,11
2025-12-28,43,14,63,53,12
2025-12-27,77,18,198,26,9
2025-12-27,64,3,255,36,12
2025-12-27,101,6,142,35,12
2025-12-27,11,9,477,61,13
2025-12-27,279,11,465,50,10
2025-12-27,42,18,91,70,8
2025-12-27,181,4,248,30,11
2025-12-27,42,14,342,65,3
2025-12-27,112,9,430,56,13
2025-12-27,198,18,176,30,7
2025-12-27,251,4,43,46,9
2025-12-27,75,1,315,31,7
2025-12-27,273,2,463,46,5
2025-12-27,172,4,384,28,6
2025-12-27,290,4,188,38,7
2025-12-27,265,17,173,55,10
2025-12-27,273,3,-5,54,11
2025-12-27,167,6,312,24,3
2025-12-27,216,17,154,31,3
2025-12-27,94,14,281,36,4
2025-12-27,96,8,353,39,2
2025-12-27,183,7,463,77,11
2025-12-27,236,16,177,35,13
2025-12-27,45,10,458,74,2
2025-12-27,139,17,336,35,5
2025-12-27,17,14,345,26,2
2025-12-27,64,3,130,74,3
2025-12-27,277,14,187,50,10
2025-12-27,232,8,190,70,11
2025-12-27,168,1,206,33,4
2025-12-27,121,2,355,79,6
2025-12-27,252,18,106,32,13
2025-12-27,126,3,497,42,13
2025-12-27,86,2,3,63,4
2025-12-27,41,15,60,20,7
2025-12-27,227,2,55,52,7
2025-12-27,294,14,309,46,5
2025-12-27,214,1,290,42,7
2025-12-27,251,12,146,55,9
2025-12-27,44,14,319,53,5
2025-12-27,220,7,226,32,4
2025-12-27,153,9,408,38,5
2025-12-27,271,16,373,32,7
2025-12-27,89,7,355,78,5
2025-12-27,167,5,9,74,6
2025-12-27,25,5,11,65,3
2025-12-27,156,2,98,77,5
2025-12-27,4,3,412,33,7
2025-12-27,12,18,424,39,8
2025-12-27,6,9,69,44,10
2025-12-26,24,3,70,46,9
2025-12-26,46,16,216,70,3
2025-12-26,232,16,87,69,5
2025-12-26,185,6,251,76,11
2025-12-26,89,17,381,42,3
2025-12-26,259,3,328,24,10
2025-12-26,62,9,348,65,6
2025-12-26,299,14,188,57,12
2025-12-26,209,12,388,52,2
2025-12-26,147,17,87,60,9
2025-12-26,82,14,472,46,10
2025-12-26,230,7,366,77,6
2025-12-26,108,2,15,37,11
2025-12-26,105,16,25,49,6
2025-12-26,260,12,336,54,11
2025-12-26,70,17,400,31,12
2025-12-26,169,7,379,32,8
2025-12-26,4,15,308,24,8
2025-12-26,181,4,33,60,8
2025-12-26,226,16,80,47,11
2025-12-26,232,8,119,78,3
2025-12-26,63,6,268,51,10
2025-12-26,56,10,428,44,8
2025-12-26,22,9,410,55,10
2025-12-26,178,2,347,45,9
2025-12-26,184,6,99,37,7
2025-12-26,189,11,166,78,9
2025-12-26,80,13,219,24,8
2025-12-26,47,15,346,38,2
2025-12-26,78,12,480,59,12
2025-12-26,107,15,261,54,12
2025-12-26,110,14,224,48,6
2025-12-26,278,16,259,21,8
2025-12-26,132,14,301,47,3
2025-12-26,274,9,225,45,6
2025-12-26,3,8,185,74,4
2025-12-26,272,1,241,39,8
2025-12-26,174,17,86,66,11
2025-12-26,299,9,360,41,13
2025-12-26,76,12,17,44,9
2025-12-26,119,13,224,70,10
2025-12-26,167,5,326,68,8
2025-12-26,277,13,83,54,12
2025-12-26,168,2,211,40,3
2025-12-26,181,11,256,22,8
2025-12-26,262,12,213,74,9
2025-12-26,250,5,385,24,12
2025-12-26,274,10,246,26,7
2025-12-26,138,4,109,29,6
2025-12-26,43,4,345,37,11
2025-12-25,193,10,161,55,4
2025-12-25,203,16,281,63,6
2025-12-25,83,18,361,54,5
2025-12-25,220,9,80,57,11
2025-12-25,146,2,335,55,10
2025-12-25,278,7,461,60,12
2025-12-25,161,7,179,65,10
2025-12-25,264,18,298,75,10
2025-12-25,220,2,242,51,9
2025-12-25,33,9,405,61,8
2025-12-25,34,2,132,51,9
2025-12-25,264,6,225,62,12
2025-12-25,88,16,434,45,2
2025-12-25,156,7,353,67,5
2025-12-25,41,18,52,42,2
2025-12-25,201,14,301,57,8
2025-12-25,258,8,300,39,11
2025-12-25,225,11,9999,66,6
